SF,NO,NE,GB,BAL,DET,HOU,PIT,PHI,NYG,LAC,ATL,CIN,DAL,MIA,CHI,TEN,NYJ,SEA,BUF,MIN,ARI,CAR,WAS,CLE,DEN,LV,JAX,KC,IND,TB,LA
0.15084324408827554,0.15077786345219518,0.14391393658408566,0.11493578969946568,0.10007643136171736,0.09640750461283766,0.07495619368376735,0.06925312818415333,0.04948407514357972,0.03582043916730111,0.03482031208402843,0.025316960022675507,0.015493223044696892,0.01372283991064701,0.007332806145566726,-0.008262469643836631,-0.011502274804148954,-0.013458043525285644,-0.013631522903465136,-0.03147795062296294,-0.0329060625530834,-0.03347951461998728,-0.036416299784726824,-0.04890352972107954,-0.049851278714674506,-0.06152141604107505,-0.07174005829506928,-0.08308947223112131,-0.09965522843441574,-0.13858413188352686,-0.13984053292897178,-0.17671760205921005
