DET,SF,BAL,HOU,CHI,ARI,LA,PIT,MIA,SEA,ATL,JAX,DEN,CIN,PHI,NO,WAS,BUF,KC,GB,NYJ,CLE,TEN,DAL,NE,NYG,MIN,LAC,IND,TB,CAR,LV
0.12992697522365104,0.1044417250749722,0.10413445328954624,0.0779186991217758,0.07007529966901976,0.05730144215390551,0.0526372077728907,0.0402433684322412,0.03913541226020788,0.036457160012566686,0.034421167299242356,0.034072259049251506,0.03368007999279981,0.03163374513959352,0.029654944663991784,0.026587666251980717,0.02482199015987978,0.024391791820039803,0.009783548035315448,0.007147187612533815,-0.00223709196514605,-0.008101681401867806,-0.010781469816538028,-0.01196853001064381,-0.015495535427023713,-0.028189086598895047,-0.03145546364087867,-0.04360585247627993,-0.04882396485898864,-0.06438720851546764,-0.07512318287755496,-0.08590339442297742
