IND,BUF,BAL,CHI,NYG,KC,CIN,PIT,TB,LA,WAS,JAX,CAR,LAC,ATL,TEN,DEN,MIA,DAL,GB,NE,MIN,SEA,SF,ARI,PHI,DET,HOU,CLE,NYJ,NO,LV
0.14249960778690948,0.12950227286826424,0.12279735094865463,0.08768824716416021,0.08136739947336055,0.07263547764663751,0.07060559881818275,0.0562564985822023,0.053661372391627715,0.050342418927790476,0.047066083126461336,0.046335077556381624,0.037464946441779355,0.0346399662344634,0.0269242621836102,0.02142473206669017,0.017541782497959554,0.012204626464254607,0.009055814734474456,0.005511697394876287,0.005355219149121258,0.0040528495978392545,0.0031730348541909453,0.0011356935215084824,0.0009056517692736382,-0.0015841929331882332,-0.012921799928706762,-0.018082257616328146,-0.020213784223036248,-0.03483812930496627,-0.08543345900157127,-0.18114086730321005
