BUF,IND,LA,SEA,GB,DAL,SF,DET,NE,JAX,CHI,KC,BAL,PIT,CIN,WAS,NYG,DEN,TB,MIA,CAR,LAC,ARI,HOU,ATL,PHI,NYJ,TEN,MIN,NO,LV,CLE
0.108595480822982,0.1012316746728868,0.10059782034018679,0.06954300963004034,0.06716164595181728,0.061268411776015316,0.05208364299489282,0.036057093731410285,0.03537569521075297,0.028138149547847234,0.021885618423687435,0.01699424185281133,0.015144290413958303,0.0021824874033062047,0.0017127329767302399,-0.0009697988106879343,-0.004780226298629373,-0.009242169336951097,-0.028945065644421654,-0.03173146847272403,-0.033088093922943845,-0.03415625790194817,-0.03511101175377098,-0.036043961601024715,-0.04346311761554009,-0.043607969439279734,-0.07230288908867333,-0.08608786531331607,-0.11673114185819543,-0.14545155625840583,-0.17182326658125782,-0.2106825591539506
