LA,SEA,GB,BUF,SF,DAL,IND,DET,NE,JAX,CHI,KC,WAS,PIT,DEN,CIN,HOU,BAL,NYG,MIA,ARI,PHI,CAR,LAC,TB,ATL,NYJ,TEN,LV,MIN,NO,CLE
0.12372448221746726,0.11880877681264784,0.10921949177681457,0.10163945759347129,0.08235695087576803,0.07935401188402597,0.07808472269173045,0.05649133791331193,0.05551221586378163,0.017940065990493123,-0.012606594745646488,-0.014227062323841258,-0.025502813413472006,-0.026664716628793484,-0.027629811322019186,-0.03608517970361548,-0.04659789973431817,-0.047925197183900314,-0.0516090429949905,-0.05553048665050062,-0.05937720346253274,-0.06488802114152564,-0.0699776342222224,-0.07131311905833615,-0.07448064422669125,-0.08175769243801746,-0.09261339714768291,-0.13869458836073,-0.17639852797179537,-0.17824442871898485,-0.17913308659157393,-0.30355654841502205
