BAL,WAS,DET,BUF,ARI,CIN,PIT,TB,KC,ATL,SF,GB,MIN,HOU,JAX,NYJ,LAC,LA,DAL,PHI,SEA,IND,LV,DEN,NO,NYG,MIA,CHI,CAR,NE,TEN,CLE
0.170097940189392,0.14141266959651616,0.10593346119680797,0.09795990779282496,0.092133615630489,0.09129504078387464,0.0891823486114133,0.07414078168192223,0.03466233574151925,0.034093457358477144,0.032306649863746754,0.01707738468185554,0.016408726513437964,0.014763867159639649,0.013932957238016401,0.0090086940231161,-0.00470486096745041,-0.01786746219422548,-0.028026899468344184,-0.03335096558184442,-0.03710734986372953,-0.04951934462756084,-0.07900822441527702,-0.09066088527945348,-0.10900445578832178,-0.11493381777133148,-0.12734898526389815,-0.13969094791162545,-0.14590140978577515,-0.17131686399384166,-0.20326295544441292,-0.21460035147014284
