BAL,CLE,KC,NO,NYJ,LV,NYG,SF,PIT,DAL,JAX,BUF,MIN,TB,DET,CAR,CHI,LA,GB,CIN,LAC,IND,HOU,MIA,NE,SEA,ATL,PHI,DEN,ARI,TEN,WAS
0.135980697226877,0.10406802512466655,0.08709548053059164,0.07921178511464289,0.051662385025704735,0.05033034945578619,0.044057006877899714,0.038311947457829204,0.029714589288585003,0.023101410332427297,0.019884037619241,0.01727332886048296,-0.0011843874752168518,-0.005546674240350945,-0.01347005073711443,-0.019277006386667395,-0.020363118392214278,-0.032711923538137476,-0.03295066207936137,-0.03517226546939018,-0.03784880092406228,-0.040387945666403774,-0.04184685400660389,-0.04594284274387194,-0.0490141952934045,-0.04961366847044232,-0.0694449375972762,-0.07028905933193222,-0.07174672021936226,-0.10158387701162186,-0.11607055885803297,-0.13774315724077618
