SF,MIA,BUF,BAL,GB,DAL,DET,PHI,CIN,LA,KC,HOU,SEA,TB,JAX,IND,DEN,TEN,LAC,NO,ARI,MIN,CHI,PIT,WAS,LV,ATL,CLE,CAR,NYG,NE,NYJ
0.16097069816467569,0.13215538439762523,0.13098838557739817,0.11526305594337985,0.1151145150032435,0.1141770852171109,0.09731234282915335,0.09325237562676897,0.07608488271210433,0.07556376615813072,0.07521276113264518,0.05337865344105504,0.05084801215974776,0.042624499980657815,0.03701207192569625,0.03225250780432456,0.03185231606664934,0.02832486958843229,0.02074782890864167,0.013946709823953421,0.012795766474139415,0.010459490464805904,-0.005238381477948216,-0.01702947735740208,-0.024123746500823273,-0.024134712955969417,-0.024519139891265557,-0.04495125769335104,-0.06714909582037754,-0.10933829363136612,-0.12115197342439864,-0.12225057617517403
