BAL,SF,DAL,BUF,KC,DET,MIA,GB,NO,TB,CLE,JAX,LA,CIN,HOU,MIN,LV,PHI,PIT,CHI,LAC,SEA,IND,DEN,TEN,ATL,ARI,NYJ,NYG,CAR,NE,WAS
0.19474858456112012,0.17139486322207123,0.12814468200256826,0.10714971644651997,0.10560737182790592,0.08325803403536917,0.08082145690411627,0.05983580339627812,0.03855645881344856,0.030395931771935912,0.021959256000030597,0.02027985702699458,0.01862112059522257,0.014054726289708108,0.012406884336827476,0.0046767454950217835,0.003939920577140502,-0.004917658113683054,-0.013056895594321237,-0.018214045619893766,-0.019116613776093548,-0.020156655288375354,-0.0385923842794627,-0.05115574569971488,-0.0603844123128688,-0.06713599055959454,-0.08193607058630573,-0.0950044282623973,-0.12242588752977368,-0.1254750068382769,-0.1294001812326251,-0.1403822055248072
