SF,MIA,GB,DAL,BAL,DET,BUF,PHI,TB,CIN,HOU,KC,JAX,LA,SEA,LAC,IND,DEN,TEN,NO,MIN,LV,ATL,PIT,ARI,WAS,CLE,CHI,CAR,NYG,NYJ,NE
0.17932101342999035,0.14533481651273294,0.13855697238637246,0.1239690787642273,0.10662056022326749,0.0988570185631703,0.08848746046008374,0.08759219171410548,0.08046161293516019,0.07995689837075878,0.07585418714728623,0.06975619560189611,0.058578258307772524,0.05343577814121734,0.04820450809462425,0.03640232178856348,0.01669300586822406,0.013500801310223978,0.009934193413979046,0.007255714958808392,-0.00629333228685831,-0.020709783900075347,-0.039465115800904116,-0.045754012705484584,-0.0511767090497712,-0.07487198798890332,-0.0779383705860311,-0.10497561442880404,-0.13658752852262235,-0.14251473359326247,-0.16035956575938404,-0.18775992062214522
