Player,POS,TM,GP,Total EPA,EPA per Game,EPA per Play ( all plays contributed ),EPA per Play ( all offense ),Total Passing EPA,EPA per Completion,EPA per Attempt,Rushing EPA,EPA per Carry,Receiving EPA,EPA per Reception,EPA per Target
Nico Collins,WR,['HOU'],2,18.458159597182682,9.229079798591341,1.0254533109545934,0.10608137699530278,0.0,0.0,0.0,0.0,0.0,18.458159597182682,1.3184399712273345,1.0254533109545934
Chris Godwin,WR,['TB'],2,17.715793754282068,8.857896877141034,1.1072371096426292,0.12475911094564836,0.0,0.0,0.0,0.0,0.0,17.715793754282068,1.1810529169521378,1.1072371096426292
Justin Jefferson,WR,['MIN'],2,12.24920345511763,6.124601727558815,0.9422464196244331,0.09073484040827874,0.0,0.0,0.0,0.0,0.0,12.24920345511763,1.5311504318897038,0.9422464196244331
Josh Reynolds,WR,['DEN'],2,12.206510933610346,6.103255466805173,0.9389623795084882,0.07353319839524305,0.0,0.0,0.0,0.0,0.0,12.206510933610346,1.3562789926233718,0.9389623795084882
Rashid Shaheed,WR,['NO'],2,11.966069062612256,5.983034531306128,0.9971724218843546,0.07872413856981747,0.0,0.0,0.0,0.17212770176301834,0.05737590058767278,11.793941360849237,1.6848487658356053,1.3104379289832486
Jayden Reed,WR,['GB'],2,11.891090010402106,5.945545005201053,1.0810081827638278,0.071204131798815,0.0,0.0,0.0,5.696367282007513,1.8987890940025043,6.194722728394593,1.0324537880657656,0.7743403410493241
Jaylen Waddle,WR,['MIA'],2,10.799679639518235,5.3998398197591175,0.9817890581380214,0.06206712436504733,0.0,0.0,0.0,-0.18782184766946797,-0.09391092383473398,10.987501487187703,1.2208334985764115,1.2208334985764115
Khalil Shakir,WR,['BUF'],2,10.746957685602876,5.373478842801438,1.1941064095114307,0.07787650496813678,0.0,0.0,0.0,-0.26220999035219006,-0.26220999035219006,11.009167675955066,1.3761459594943832,1.3761459594943832
DeVonta Smith,WR,['PHI'],2,10.637881951457288,5.318940975728644,0.5909934417476271,0.05976338174976004,0.0,0.0,0.0,0.0,0.0,10.637881951457288,0.7598487108183777,0.5909934417476271
Brian Thomas,WR,['JAX'],2,9.82240260377082,4.91120130188541,1.2278003254713525,0.06821112919285292,0.0,0.0,0.0,0.0,0.0,9.82240260377082,1.63706710062847,1.2278003254713525
Alec Pierce,WR,['IND'],2,9.088066251985833,4.544033125992916,0.9088066251985832,0.07155957678729002,0.0,0.0,0.0,0.0,0.0,9.088066251985833,1.136008281498229,0.9088066251985832
Romeo Doubs,WR,['GB'],2,9.049286925266975,4.524643462633487,0.9049286925266975,0.05418734685788607,0.0,0.0,0.0,0.0,0.0,9.049286925266975,1.2927552750381393,0.9049286925266975
Calvin Ridley,WR,['TEN'],2,8.517702616604637,4.258851308302319,0.6084073297574741,0.05257841121360887,0.0,0.0,0.0,1.7041076810248859,1.7041076810248859,6.813594935579751,0.9733707050828215,0.5241226873522885
Davante Adams,WR,['LV'],2,8.244700540435371,4.1223502702176855,0.4580389189130762,0.05388693163683249,0.0,0.0,0.0,0.0,0.0,8.244700540435371,0.5889071814596694,0.4580389189130762
Jerry Jeudy,WR,['CLE'],2,8.206939805470501,4.103469902735251,0.5862099861050358,0.04484666560366394,0.0,0.0,0.0,0.0,0.0,8.206939805470501,1.0258674756838126,0.5862099861050358
Jaxon Smith-Njigba,WR,['SEA'],2,8.139557231511175,4.069778615755587,0.452197623972843,0.047599749891878214,0.0,0.0,0.0,0.0,0.0,8.139557231511175,0.581396945107941,0.452197623972843
Malik Nabers,WR,['NYG'],2,7.818742139618886,3.909371069809443,0.3127496855847554,0.05077105285466809,0.0,0.0,0.0,0.0,0.0,7.818742139618886,0.5212494759745924,0.3127496855847554
George Pickens,WR,['PIT'],2,7.787780549990495,3.8938902749952473,0.6489817124992079,0.04719866999994239,0.0,0.0,0.0,-1.8288138092827164,-1.8288138092827164,9.616594359273211,1.2020742949091514,0.8742358508430192
