KC,SF,LA,PIT,NYJ,MIN,TB,SEA,JAX,IND,WAS,LV,CIN,NYG,PHI,LAC,DEN,DAL,CHI,MIA,ATL,BUF,DET,BAL,GB,TEN,CLE,NE,ARI,NO,CAR
0.2067952329522737,0.17516224635304414,0.15520915189204632,0.1375710157640027,0.12673933441656146,0.1223202215371348,0.11557274597212645,0.11094844745045374,0.10817327110437336,0.10610375510651213,0.10470819378883536,0.09586314656387623,0.09332548564819877,0.08658088559847084,0.08249667858617098,0.08214043201719856,0.07672788095628282,0.0728417802815574,0.07242846398668147,0.07198550543767358,0.06966710784246684,0.06682873459154898,0.059444298376992694,0.05286638074175118,0.05103832387580415,0.04642378364149399,0.044362481247530006,0.03212369015639428,0.027168405478735252,0.01730085057398867,-0.04920495204890321
