LV,LA,SF,LAC,TEN,GB,IND,KC,PIT,TB,NYJ,PHI,MIA,NE,JAX,ARI,SEA,CHI,NYG,DEN,ATL,MIN,DET,NO,CLE,BAL,BUF,WAS,CIN,DAL,CAR
0.0970436916017317,0.0962598267913509,0.09305809512484159,0.06318280049327321,0.05931123878524705,0.052338673457439824,0.047122396165262814,0.0428289588950171,0.03874022296956141,0.03662376499566763,0.030528310074092523,0.02937985099523921,0.024671686462134766,0.0159845245520146,0.015769673170561764,0.00985873113062516,0.006841793782032385,0.004095758818382488,0.0031337744363270845,-0.0008421979069853842,-0.004515638577016527,-0.014408165556738184,-0.019249244535629033,-0.021908979687889345,-0.0248286763427428,-0.031338050397850856,-0.04409396534961296,-0.04568305954823918,-0.050309625430197485,-0.08574610707343007,-0.09267883757318304
