LA,PHI,NE,BAL,CLE,CHI,PIT,GB,WAS,TB,MIA,CAR,NYJ,SF,LV,DEN,SEA,CIN,JAX,DAL,KC,NYG,BUF,ATL,LAC,NO,MIN,ARI,DET,IND,TEN
0.16526981696226667,0.15807600857874227,0.12979974272511355,0.1250794531200884,0.12494959386046611,0.11845867125478296,0.11381140454630177,0.10734650555727027,0.06715525603250236,0.06697186815221934,0.06575584908660434,0.03938334258129593,0.038495201335323886,0.018388137197745763,0.013821933120892055,0.010546108687568195,0.007538094895274357,0.00460915321233861,0.0024461310649533455,-0.0024574640549284016,-0.007125512776841592,-0.007813675962453422,-0.013413890603391196,-0.0147966362182652,-0.021711969013956972,-0.022403388273635444,-0.029967454602077864,-0.050371584441297065,-0.05899992724945998,-0.07242291534462234,-0.11812374935206732
