LA,PHI,PIT,GB,NE,CHI,SF,TB,LV,MIA,BAL,LAC,JAX,DEN,NYG,CLE,KC,NYJ,SEA,WAS,TEN,IND,CIN,ATL,ARI,NO,MIN,DAL,CAR,DET,BUF
0.18034929918188353,0.12199938512251218,0.10862347907859332,0.08926857575477536,0.08521774491440913,0.08511438923490858,0.08350986089223887,0.052123206485547635,0.051877632554908515,0.04572428757641818,0.042967319937738654,0.0328894572551796,0.00680119298969278,0.0034447244540646437,0.001604159998828454,-0.0019778740913213994,-0.0058789069536973465,-0.010929085642491083,-0.02851700062856122,-0.03941157814966315,-0.03956148431773199,-0.04224435610772022,-0.04798356013197805,-0.05701455963088431,-0.06415863590376308,-0.065657439169264,-0.07869045053322228,-0.0841743823730971,-0.1037185685728952,-0.10421992938096089,-0.12003795931831235
