Name,GP,Total Adj EPA,Adj EPA Per Rush,Adj EPA Per Reception,Adj EPA Per Touch,Adj EPA Per Play
A.Kamara,13,79.7195428426633,0.022586653787218625,1.0932267223664918,0.33381923186258866,0.07354201369249382
A.Jones,13,68.76613443552297,0.08989169182789752,1.5232542237542648,0.3155135718533443,0.06650496560495452
D.Achane,12,58.811826977827636,0.30214813762352105,1.3520314779840241,0.5287416643200326,0.06216895029368672
T.Kelce,18,86.6425466740288,0.4619923100977524,1.2163155940947783,1.209868386539248,0.05958909674967593
D.Samuel,17,76.21659232751449,0.23248459867234922,1.6564993915433999,1.1386758304993814,0.057348827936429266
A.St. Brown,19,90.9426294938124,-0.10479977317826046,1.4171229316399254,1.3550036375657135,0.056945917028060365
C.McCaffrey,18,73.26775769481601,0.060529873746026086,1.0450308305510903,0.25895642317960493,0.05255936706945195
R.Rice,19,77.0896693359416,-2.196112454356812,1.3339473415937055,1.2986467436342004,0.0502868032197923
Bre.Hall,17,68.37104801839237,-0.07914377269309465,1.2175439562175228,0.24935045196426178,0.049294194678004596
J.Warren,18,67.46560417549662,-0.028477990292514858,1.1456329155774378,0.307744678206608,0.0483277966873185
P.Nacua,18,71.01939166223727,0.0941209242547063,1.5354579416027134,1.3778117053302752,0.04811611901235587
K.Mitchell,7,26.559155392146536,0.36651487352510664,1.6412183820399049,0.5713779373935564,0.0462703055612309
J.Chase,16,58.289112999525365,-0.913526522352296,1.4684157248679293,1.3990387662110295,0.045609634584918124
A.Thielen,17,60.77859522594872,0.6568985319104019,1.1783409585916382,1.168408721892948,0.04301386781737347
T.Spears,17,56.9347133493071,-0.019514862029584492,1.4461249042542133,0.48188821590960945,0.04290483296858109
N.Collins,17,57.14723527547071,0.4238071728934769,1.6017861982557937,1.564191122978273,0.042551925000350495
J.Ferguson,18,63.899795546175106,0,1.3582132307698038,1.3582132307698038,0.04181923792288947
J.Conner,13,41.27322445443204,0.049336460866150754,1.2618813446435695,0.18631851886611017,0.039158656977639504
W.Robinson,15,45.7153393045074,0.5375890064203027,1.0361665307938284,0.9711346797885859,0.0380961160870895
J.McLaughlin,17,50.758969667389024,0.10084428894200329,1.3559084830765689,0.4644610180837933,0.03793644967667341
M.Andrews,11,32.584546507293744,-1.5944926996062967,1.162148702367826,1.1047186731600318,0.03661185000819522
C.Lamb,18,55.92277005326275,0.5505898128671476,1.3141770961935995,1.2378183678609544,0.03659867150082641
C.Kmet,15,44.228466468254254,0.26441607635158804,1.059290084417708,1.0279134788361506,0.03658268525083065
G.Kittle,18,49.102600244646226,0.5530690264418405,1.5677655711629395,1.5536725635973687,0.035224246947378926
J.Mixon,17,47.41650392846728,-0.06760110739347813,1.2777315474514808,0.1580675959998698,0.03501957454096549
R.Mostert,16,44.35725266337716,0.08825987597827174,1.2322542593447534,0.210662567202669,0.03481730978287061
A.Gibson,16,43.35542244488707,-0.09854942572774981,1.0314871145077371,0.3814660957882093,0.033818582250301925
T.Hill,19,89.91860931669969,0.06897936237825048,1.4574740197453793,0.958749408119635,0.031572545406144556
R.White,19,47.52194504290608,-0.15455449311125047,1.5135745778361498,0.15821970769138707,0.03136762049036705
