QB Name,GP,Total Adj EPA,Adj EPA Per Touch,Adj EPA Per Play
B.Purdy,15,152.11886404725743,0.34261005416048973,0.13181877300455583
J.Allen,15,156.26376374793696,0.29208180139801304,0.12798015048971087
D.Prescott,15,126.44408681261727,0.22782718344615724,0.10075226040845998
T.Tagovailoa,15,103.25169675183068,0.19780018534833463,0.08618672516847302
K.Cousins,8,50.3989785551889,0.1536554224243564,0.07961923942367914
J.Hurts,15,99.72065699316593,0.18674280335798862,0.0791433785660047
P.Mahomes,15,87.27460627509083,0.14717471547232855,0.07153656252056625
N.Mullens,3,16.860113346367434,0.18943947580188128,0.07054440730697671
J.Love,15,79.04273407770852,0.14476691223023538,0.0662554351028571
M.Stafford,14,67.87747961478806,0.13154550312943422,0.057425955680869764
B.Mayfield,15,67.63222410294914,0.12547722468079617,0.05598694048257379
J.Goff,15,69.69254414240064,0.12205349236847747,0.05487601900976428
T.Heinicke,4,18.274756109152552,0.16172350539073055,0.05374928267397809
C.Stroud,13,55.63708760316034,0.11542964233020817,0.05224139681047919
A.Richardson,4,16.55594015409717,0.17802086187201258,0.052062704887098014
L.Jackson,15,59.5379999572537,0.12587315001533553,0.04793719803321554
J.Herbert,13,49.10199700773088,0.10103291565376724,0.04645411259009544
J.Browning,7,22.36936623423272,0.11019392233612178,0.04119588625088899
G.Smith,13,31.69006554790449,0.0675694361362569,0.03079695388523274
R.Wilson,15,22.73475700166524,0.04592880202356614,0.019299454161006147
D.Carr,15,19.463420972704252,0.03757417176197732,0.015583203340836072
J.Flacco,4,5.428708211084057,0.02966507219171616,0.014792120466169094
T.Lawrence,15,14.137712692971007,0.02529107816273883,0.011167229615300953
J.Burrow,10,5.873997126967041,0.015100249683719898,0.007360898655347168
D.Watson,6,2.0240589787643604,0.010597167428085657,0.003673428273619529
W.Levis,8,1.450977565861896,0.005238186158346195,0.0022084894457563104
T.Taylor,8,-2.5330725341629634,-0.021650192599683447,-0.0019160911756149496
G.Minshew,14,-3.3977732856494605,-0.007123214435323816,-0.002848091605741375
J.Fields,11,-3.1853602683781617,-0.008848222967717116,-0.003519735103180289
J.Garoppolo,6,-6.5729829550953855,-0.036115290962062556,-0.015075648979576573
D.Ridder,13,-19.676814242460907,-0.05071343876922914,-0.0183895460209915
M.Trubisky,5,-9.557450669502085,-0.08310826669132249,-0.02482454719351191
S.Howell,15,-33.63394949127334,-0.054248305631086034,-0.026799959754002664
J.Dobbs,13,-54.47067211037146,-0.12051033652737049,-0.02701918259443029
T.Bagent,5,-14.101755881458171,-0.09464265692253807,-0.034310841560725475
K.Pickett,12,-41.44034165165934,-0.11908144152775672,-0.04484885460136292
R.Tannehill,7,-24.43144901598064,-0.11689688524392651,-0.04592377634582827
A.O'Connell,9,-34.84578907427924,-0.12183842333664069,-0.05116855958043941
D.Thompson-Robinson,7,-33.36670026198542,-0.27805583551654517,-0.052712006732994345
K.Murray,6,-26.299830008859352,-0.11535013161780418,-0.05389309428044949
B.Zappe,8,-35.51323655033971,-0.20767974590841937,-0.05899208729292311
M.Jones,11,-56.24696614223764,-0.15243080255348954,-0.0641356512454249
E.Stick,3,-16.651654434355162,-0.16819852963995113,-0.06634125272651459
B.Young,14,-83.21926243270619,-0.1564271850238838,-0.070885232055116
T.DeVito,8,-44.65612520065676,-0.21064210000309794,-0.0724937097413259
P.Walker,5,-40.11570816045703,-0.32881728000374616,-0.08720806121838486
T.Siemian,3,-26.468307433229107,-0.2846054562712807,-0.09839519491906731
T.Boyle,3,-25.339805307227433,-0.29464889892124924,-0.10875452921556839
D.Jones,6,-53.19269780567989,-0.2784958000297377,-0.10922525216772051
Z.Wilson,12,-104.15684758407487,-0.24977661291145054,-0.11092316036642691
