LV,SEA,DAL,KC,IND,ATL,BAL,BUF,CAR,CIN,CLE,DEN,DET,GB,JAX,LAC,MIA,MIN,NE,NO,NYG,NYJ,PHI,PIT,TEN,WAS,HOU,CHI,ARI,TB,SF,LA
0.3308244386066268,0.10098685885349773,2.7755575615628914e-17,2.7755575615628914e-17,3.469446951953614e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.469446951953614e-18,-1.3877787807814457e-17,-2.7755575615628914e-17,-2.7755575615628914e-17,-0.10098685885349767,-0.3308244386066268
