SEA,LV,DEN,CHI,ARI,ATL,BAL,BUF,CAR,CLE,DET,HOU,IND,JAX,KC,MIN,NE,NO,NYG,NYJ,PHI,PIT,TB,TEN,WAS,DAL,GB,LAC,CIN,MIA,LA,SF
0.34032928736761,0.2108538954523114,-0.048134650252096775,-0.04813465025209678,-0.04813465025209679,-0.04813465025209679,-0.04813465025209679,-0.04813465025209679,-0.04813465025209679,-0.04813465025209679,-0.04813465025209679,-0.04813465025209679,-0.04813465025209679,-0.04813465025209679,-0.04813465025209679,-0.04813465025209679,-0.04813465025209679,-0.04813465025209679,-0.04813465025209679,-0.04813465025209679,-0.04813465025209679,-0.04813465025209679,-0.04813465025209679,-0.04813465025209679,-0.04813465025209679,-0.048134650252096796,-0.048134650252096796,-0.048134650252096796,-0.0481346502520968,-0.04813465025209682,-0.30712319595650495,-0.4365985878718036
