SEA,LV,DAL,KC,IND,ARI,ATL,BAL,BUF,CAR,CIN,CLE,DEN,DET,GB,HOU,JAX,LAC,MIA,MIN,NE,NO,NYG,NYJ,PHI,PIT,TB,TEN,WAS,CHI,LA,SF
0.2875708470458912,0.17115392986219122,0.01918308243709077,0.01918308243709077,0.019183082437090746,0.019183082437090743,0.019183082437090743,0.019183082437090743,0.019183082437090743,0.019183082437090743,0.019183082437090743,0.019183082437090743,0.019183082437090743,0.019183082437090743,0.019183082437090743,0.019183082437090743,0.019183082437090743,0.019183082437090743,0.019183082437090743,0.019183082437090743,0.019183082437090743,0.019183082437090743,0.019183082437090743,0.019183082437090743,0.019183082437090743,0.019183082437090743,0.019183082437090743,0.019183082437090743,0.019183082437090743,0.01918308243709073,-0.13278776498800973,-0.24920468217170968
