SEA,LV,BAL,BUF,CHI,CIN,DAL,DEN,DET,GB,LAC,MIA,MIN,NE,NO,NYG,NYJ,PIT,TEN,WAS,ATL,CAR,CLE,HOU,IND,JAX,PHI,ARI,TB,KC,LA,SF
0.47063719068231835,0.19685937867519657,0.005271439341753947,0.005271439341753947,0.005271439341753947,0.005271439341753947,0.005271439341753947,0.005271439341753947,0.005271439341753947,0.005271439341753947,0.005271439341753947,0.005271439341753947,0.005271439341753947,0.005271439341753947,0.005271439341753947,0.005271439341753947,0.005271439341753947,0.005271439341753947,0.005271439341753947,0.005271439341753947,0.005271439341753944,0.005271439341753944,0.005271439341753944,0.005271439341753944,0.005271439341753944,0.005271439341753944,0.005271439341753944,0.005271439341753942,0.00527143934175394,0.005271439341753892,-0.18631649999168867,-0.46009431199881046
