LV,SF,ATL,BAL,BUF,CAR,CHI,CIN,CLE,DAL,DEN,DET,GB,IND,JAX,KC,LAC,MIA,MIN,NE,NO,NYG,NYJ,PHI,PIT,TEN,WAS,HOU,ARI,TB,SEA,LA
0.15967050874443556,0.148217823318212,-0.019183082437090743,-0.019183082437090743,-0.019183082437090743,-0.019183082437090743,-0.019183082437090743,-0.019183082437090743,-0.019183082437090743,-0.019183082437090743,-0.019183082437090743,-0.019183082437090743,-0.019183082437090743,-0.019183082437090743,-0.019183082437090743,-0.019183082437090743,-0.019183082437090743,-0.019183082437090743,-0.019183082437090743,-0.019183082437090743,-0.019183082437090743,-0.019183082437090743,-0.019183082437090743,-0.019183082437090743,-0.019183082437090743,-0.019183082437090743,-0.019183082437090743,-0.019183082437090746,-0.01918308243709077,-0.01918308243709077,-0.18658398819239347,-0.19803667361861704
