SF,LV,ARI,DET,WAS,CAR,IND,KC,ATL,BAL,BUF,CHI,CIN,CLE,DAL,DEN,GB,HOU,JAX,LAC,MIA,MIN,NE,NO,NYG,NYJ,PHI,PIT,TB,TEN,LA,SEA
0.35010480014233325,0.12159436199271989,-0.005271439341753892,-0.005271439341753944,-0.005271439341753944,-0.005271439341753946,-0.005271439341753946,-0.005271439341753946,-0.005271439341753947,-0.005271439341753947,-0.005271439341753947,-0.005271439341753947,-0.005271439341753947,-0.005271439341753947,-0.005271439341753947,-0.005271439341753947,-0.005271439341753947,-0.005271439341753947,-0.005271439341753947,-0.005271439341753947,-0.005271439341753947,-0.005271439341753947,-0.005271439341753947,-0.005271439341753947,-0.005271439341753947,-0.005271439341753947,-0.005271439341753947,-0.005271439341753947,-0.005271439341753947,-0.005271439341753947,-0.13213724067622779,-0.36064767882584114
