LV,SF,LA,TEN,LAC,GB,IND,KC,TB,NYJ,PIT,PHI,NE,MIA,SEA,ARI,CHI,NYG,DEN,CLE,ATL,DET,MIN,NO,BAL,CIN,WAS,BUF,DAL,CAR,JAX
0.11537796398382125,0.10450864283910355,0.10002948824825152,0.07883941837271127,0.07369348185680646,0.06743255454111122,0.056174836719410357,0.05011447508943862,0.04952131099604234,0.047936244306941454,0.04530129674095462,0.0421878374004084,0.030912367697993243,0.029036355933748887,0.018005390312711096,0.016710736272600973,0.010826938020861366,0.009803069962922469,0.009541280820931279,0.005033623504541687,0.0012729235273526464,-0.007431620011130541,-0.007484588796847179,-0.013328095797637137,-0.01574648733628417,-0.03516596999706119,-0.03902154224985024,-0.039565455435880886,-0.08027153780630317,-0.08712654227826307,-0.1504266833100041
