LA,PIT,PHI,GB,SF,NE,LV,CHI,BAL,TB,MIA,LAC,CLE,DEN,KC,NYG,NYJ,CIN,TEN,SEA,WAS,IND,ATL,NO,ARI,MIN,DAL,DET,CAR,BUF,JAX
0.17302291626786065,0.14150672805183095,0.13098852300117553,0.09769470931386023,0.09355805250018445,0.09212191268558119,0.07596425122711215,0.06909007665421887,0.06393728120621853,0.06066553509195476,0.0446967787478033,0.020775365322080422,0.012440918968572953,0.00970131964525495,0.008874183265459315,0.0033253326944924022,-0.007012532472604874,-0.021019591762172704,-0.022235511148244097,-0.026771926246475695,-0.0371327956913738,-0.03789777208210937,-0.056159070365076835,-0.061245548370320445,-0.06166715095508303,-0.0752289447580316,-0.0832594258246256,-0.09581083164918898,-0.10333710829863567,-0.11532239750575829,-0.18749030551104184
