KC,SF,LA,NYJ,PIT,TB,MIN,SEA,IND,WAS,CIN,LV,CLE,PHI,NYG,LAC,DEN,DAL,CHI,MIA,ATL,DET,BUF,TEN,BAL,GB,NE,ARI,NO,CAR,JAX
0.21829587241778525,0.18394428064825685,0.17142336510023115,0.15429823800986947,0.14364814477978596,0.1329349576004039,0.13018015230973468,0.1266635940360899,0.11920083149525182,0.11326006666112746,0.1073488782039585,0.10551567384081145,0.10113058412197154,0.1001197167736985,0.09628002580859273,0.09442755764801028,0.09239086199327622,0.07966744130481836,0.07884629193267767,0.077335159771903,0.07491014670240927,0.0707392270379282,0.07035888599698152,0.06696403161274278,0.06440608904256911,0.05829697665592751,0.05183695964516033,0.036526165349536455,0.030494538151395384,-0.04430936364023361,-0.12396328430495585
