DET,CLE,NE,LV,SEA,DEN,SF,ARI,CAR,GB,NO,LA,NYJ,CHI,JAX,TB,ATL,TEN,WAS,PIT,HOU,CIN,NYG,PHI,DAL,LAC,IND,KC,MIN,BAL,BUF,MIA
0.11964457941579026,0.11316967877922737,0.1045919350936245,0.08531276704789394,0.06954163218744298,0.04984177114272974,0.026110846101806737,0.01327269982399569,0.009588763029397762,0.0066858309938667565,-0.0001590777384785358,-0.00852616589093752,-0.01442639319011763,-0.017196104081443328,-0.023139052352045858,-0.035373046701276806,-0.03689943218480577,-0.04743723907058754,-0.062215193607895763,-0.06809491398035711,-0.07227441777809088,-0.07952586478929138,-0.08811026810829777,-0.08876116041974097,-0.09295890712954304,-0.09633962801494912,-0.101822076501138,-0.11336084220870166,-0.12002631415991616,-0.13739676063899164,-0.17386953796623955,-0.17594833370405896
