IND,SEA,JAX,HOU,KC,LA,DET,WAS,TB,ATL,ARI,NE,PIT,GB,DEN,PHI,BUF,SF,LAC,CHI,MIN,DAL,CAR,BAL,NYG,NO,MIA,CIN,NYJ,CLE,LV,TEN
0.15349316467172497,0.1454982676581324,0.09569450685810098,0.09306837449736824,0.08393478990171979,0.0629021393608867,0.062020015022237814,0.05601736105972683,0.05399187949077109,0.04784589683492455,0.029483117192771587,0.02705810008901325,0.025746515612485067,0.023608369521482098,0.023098367688777217,0.01634753263145064,0.01583589181399883,0.013917601974894712,-0.00455639876950744,-0.023064786280629593,-0.026827753859588716,-0.04132443327609685,-0.04334940849722684,-0.047693074256725546,-0.07155959683575722,-0.08216008504845793,-0.10540178780886017,-0.1096999734461831,-0.11160843146533826,-0.11185596193402056,-0.11599054751934038,-0.15145156400632856
