HOU,ATL,MIN,JAX,LA,LAC,PHI,DEN,SEA,KC,ARI,CHI,CAR,IND,TB,NO,NYG,CLE,BUF,SF,LV,WAS,GB,CIN,PIT,NE,TEN,DET,BAL,NYJ,MIA,DAL
0.23325162945644418,0.1753140588386126,0.17138004310087035,0.16686017580399684,0.14461331948007003,0.13046333058778217,0.09197654059396437,0.09152552341396328,0.0888570861987925,0.0641608319477514,0.06199541345162342,0.0610991896227588,0.05833540564240117,0.05751265767549595,0.05439626551517501,0.052892323570939315,0.043458698535471255,0.03257065278118816,0.031909852852543885,0.02570229991875484,0.023150758872896304,0.008389139647777002,0.007174353766555154,0.002220979854645755,-0.0005016488174697381,-0.004015171320450851,-0.01817306031260714,-0.019682463574636558,-0.03200728890654163,-0.03503938433671952,-0.08352744017468142,-0.14807188697487905
