IND,KC,BUF,JAX,CAR,GB,PHI,HOU,WAS,DAL,CLE,TB,PIT,ARI,MIA,BAL,NO,ATL,CIN,MIN,CHI,DET,LAC,DEN,NYG,SF,TEN,NYJ,SEA,LA,NE,LV
0.21937546706540356,0.15539076986330633,0.13780285650353807,0.11542532940355038,0.10119441197427759,0.09788633037204558,0.0892228455933326,0.08227196729625838,0.07969052929946845,0.07946343935252674,0.07831514003213977,0.07382829578256633,0.06928215942671219,0.06747621879703065,0.0612867262802938,0.05205113105359564,0.03957947039682082,0.03167777191259872,0.02192982914618835,0.008257753797181674,0.007385579762229547,0.0051407478003091395,0.0033222489436234813,-0.001350668878075889,-0.00578789848919611,-0.019645257431709293,-0.024540433001831577,-0.0587985999310512,-0.06491164291189526,-0.09659059862894756,-0.11753885492515026,-0.17102792396172203
