IND,DAL,KC,SEA,WAS,PIT,BUF,DET,TB,GB,BAL,MIA,JAX,NE,ARI,SF,PHI,LA,HOU,DEN,ATL,LAC,CHI,NYG,CIN,MIN,CAR,NYJ,NO,TEN,LV,CLE
0.14923322015325594,0.08611880964198575,0.08221457923055797,0.07047751965948976,0.06979418680020416,0.05779146640577855,0.052965361755097404,0.042220049366975695,0.03707035282514237,0.027712273616380276,0.01963477117899222,0.007502824236049775,-0.001396987097579596,-0.001836063612088698,-0.005997042723502835,-0.012884902558837345,-0.01651631345444953,-0.029665305211422577,-0.04462616479455273,-0.05125889056438599,-0.05574000260138793,-0.061143836490610566,-0.06311545103632932,-0.07481972822176922,-0.08389084700854108,-0.08738301958948166,-0.08819177767422742,-0.09635345755427234,-0.12306402984118128,-0.13005966438688527,-0.15445573755594905,-0.17082691740126144
