BAL,PHI,NYG,TEN,LAC,PIT,NO,NYJ,IND,MIN,NE,CAR,ATL,ARI,GB,TB,DAL,CHI,MIA,BUF,HOU,SF,WAS,JAX,DEN,CLE,SEA,LV,CIN,KC,DET,LA
0.14207838747479712,0.11361744104327295,0.11110292922425857,0.10872938178821445,0.0867504136344275,0.07898302671149146,0.07682033087892341,0.0752682880510863,0.06311497876806883,0.06141217868994488,0.05788676175401193,0.0574225320242243,0.05358273916048664,0.038509194038972086,0.027108497308369568,0.02376782416167271,0.016375272242144003,0.005031282210100463,-0.004474016417176048,-0.007226592138209212,-0.02685743637115387,-0.028384510558827347,-0.028730177745222178,-0.05290628006190825,-0.07162462789562327,-0.07377736017583342,-0.07903510090703586,-0.12261830785568878,-0.12330731862833734,-0.1320440584891242,-0.1868545394606999,-0.20714146163523603
