BAL,MIN,PIT,PHI,CHI,TEN,CIN,ARI,NE,NYJ,DAL,BUF,TB,NYG,WAS,CLE,SEA,SF,JAX,MIA,NO,LAC,IND,CAR,DEN,KC,ATL,LA,DET,GB,LV,HOU
0.13030046434768272,0.08772334407832852,0.053047130217446045,0.03575311859029359,0.010277551565649967,0.0020467560166487347,-0.015025615360370087,-0.015033837862058128,-0.015492371228417443,-0.015861208998086115,-0.019230271383976594,-0.02423953788483057,-0.030954534236875483,-0.039946268896264,-0.043530395758301144,-0.06043443581129787,-0.06178554946226918,-0.06595075588481275,-0.06663098492518134,-0.07998336872304421,-0.08052731972627458,-0.08153985285920823,-0.09160987816927671,-0.09163792767945203,-0.11625206420908182,-0.11869878009952839,-0.12185828553595027,-0.144280296335566,-0.15045709947654362,-0.1762521011377715,-0.17634173561062558,-0.17960343400016626
