BAL,PHI,TEN,PIT,TB,CAR,CHI,MIN,GB,ATL,NO,BUF,LV,NYG,SF,NYJ,WAS,IND,CLE,DAL,MIA,HOU,ARI,LAC,NE,LA,CIN,KC,SEA,JAX,DET,DEN
0.16888829452616352,0.1612087167015046,0.14946142948264302,0.1425867268407256,0.13375674332355827,0.11696020930618858,0.07192575312775307,0.07077323308226494,0.07000981143136112,0.06477831974581733,0.056623299322463905,0.05549731597159299,0.049271328900560143,0.048277089261991334,0.037264917063918206,0.02029641377833851,0.01613398193805032,0.012236847705031847,0.004937927666142934,-0.000917927899231577,-0.0018804362305028244,-0.009458205568877692,-0.011702973792529311,-0.014195895100087438,-0.014563024418223824,-0.017351561262415896,-0.027006344001775068,-0.0526619291029809,-0.0550918417593855,-0.05932685054464605,-0.11531955590286476,-0.142242164832232
