LAC,IND,NO,ATL,ARI,NYG,MIA,GB,NE,DEN,HOU,NYJ,TEN,DAL,PHI,PIT,BAL,CHI,CAR,JAX,SF,MIN,SEA,TB,WAS,BUF,LV,KC,DET,CLE,CIN,LA
0.14991462887506884,0.09388280057377574,0.07455915417161053,0.06937960051070405,0.06347348934603408,0.05544737493779443,0.04100731463699192,0.0334381593751477,0.03085206200209044,0.030501399849819893,0.008972530073744128,0.007699727275325918,-0.006789686702819528,-0.012221871583784131,-0.016639390596041664,-0.035537319465962,-0.04321521345550042,-0.049683295117821644,-0.049889197413429356,-0.05835087704467366,-0.05853689720408645,-0.07206402279466337,-0.0729727526498145,-0.07574655218524279,-0.08283868614540615,-0.0877555011144224,-0.11453552130960841,-0.11677542154225105,-0.12856735347928072,-0.14409860444409975,-0.1469543321241461,-0.22044736084769984
