BAL,PHI,PIT,TEN,TB,MIN,CHI,CAR,BUF,NYG,NO,NYJ,ATL,SF,WAS,CLE,DAL,NE,GB,ARI,CIN,IND,LV,MIA,LAC,SEA,JAX,LA,HOU,KC,DET,DEN
0.14834074981930964,0.11805187347682153,0.11011421457024181,0.09937340629224842,0.07657091092862513,0.07009266572627344,0.0483177749346748,0.047863804054036216,0.030495077830036306,0.01705223318513717,0.009055744674545771,0.004587444458987477,0.004180809326983663,0.0026124691326885833,-0.004703136639241053,-0.007262619561740903,-0.01135496632692388,-0.014438370808132265,-0.014648987916032747,-0.01597900949445759,-0.01621301319498192,-0.0226337078595943,-0.02843849419783587,-0.032782473221065284,-0.0404518970010599,-0.05508485048349079,-0.05867111380817365,-0.060476561400290056,-0.06819803375715472,-0.0685730004760805,-0.1147414103278805,-0.12937264435797077
