QB Name,GP,Total Adj EPA,Adj EPA Per Touch,Adj EPA Per Play
P.Mahomes,1,32.89358832673724,0.7831806744461247,0.40609368304613874
R.Wilson,1,31.85896287321544,0.7079769527381209,0.398237035915193
J.Allen,1,21.894415458750153,0.5212956061607179,0.3368371609038485
J.Hurts,1,13.927512995071226,0.2785502599014245,0.14816503186245986
K.Cousins,1,9.741731926879028,0.29520399778421297,0.12818068324840826
R.Tannehill,1,9.740088673416668,0.2705580187060186,0.11878156918800815
C.Wentz,1,9.696280951356762,0.19788328472156658,0.1168226620645393
J.Herbert,1,7.675643790275133,0.20199062605987192,0.09716004797816624
G.Smith,1,5.821508638518708,0.16170857329218633,0.09096107247685481
L.Jackson,1,4.9545819014470425,0.1303837342486064,0.07394898360368721
J.Winston,1,2.919146350468834,0.06950348453497224,0.04170209072098334
M.Mariota,1,3.7457893609259387,0.08323976357613197,0.041619881788065985
T.Tagovailoa,1,2.028277208757652,0.053375716019938214,0.02778461929805003
K.Murray,1,1.5219939809171183,0.034590772293570875,0.020567486228609707
B.Mayfield,1,1.1233125172438716,0.032094643349824904,0.017281731034521103
T.Brady,1,0.026306274542172714,0.0008485895013604102,0.0003507503272289695
J.Goff,1,-0.022472857906063792,-0.0005762271257965074,-0.0002774426901983184
M.Ryan,1,-0.6732958886073419,-0.012023140867988249,-0.006473998928916749
T.Lawrence,1,-1.4477706683138447,-0.030161888923205097,-0.01809713335392306
M.Trubisky,1,-3.8405202355422428,-0.09367122525712787,-0.04923743891720824
J.Brissett,1,-5.247587838252402,-0.13455353431416414,-0.05523776671844634
T.Lance,1,-4.865149112633885,-0.11314300261939268,-0.06006356929177636
D.Mills,1,-6.198649214205301,-0.1511865662001293,-0.07207731644424768
J.Flacco,1,-7.461389509632495,-0.11843475412115072,-0.07854094220665785
M.Jones,1,-4.970379052721296,-0.1506175470521605,-0.07889490559875073
D.Jones,1,-5.719891116978591,-0.1682320916758409,-0.0794429321802582
C.Rush,1,-7.346980391604473,-0.4897986927736315,-0.08959732184883504
J.Burrow,1,-12.575719942843584,-0.18493705798299387,-0.1153735774572806
D.Prescott,1,-10.75912672508376,-0.3362227101588675,-0.13120886250102146
J.Fields,1,-10.067248079615176,-0.33557493598717253,-0.1417922264734532
A.Rodgers,1,-11.086869851599738,-0.2917597329368352,-0.16547566942686176
M.Stafford,1,-15.903687288704326,-0.32456504670825154,-0.19879609110880408
D.Carr,1,,,
