QB Name,GP,Total Adj EPA,Adj EPA Per Touch,Adj EPA Per Play
B.Purdy,17,171.75975390629603,0.3354682693482344,0.13081474021804723
J.Allen,19,187.42778503068152,0.2764421608122146,0.11968568648191667
D.Prescott,18,167.10455828683743,0.23974829022501784,0.10936162191546953
P.Mahomes,18,103.64951787060293,0.15065336899796938,0.07197883185458537
J.Love,19,107.67594985713687,0.1611915417023007,0.0719278222158563
K.Cousins,8,44.34381515417729,0.135194558396882,0.07005342046473506
L.Jackson,17,94.17490796716076,0.18110559224453993,0.06717183164562109
M.Stafford,16,85.12494279337811,0.1437921330969225,0.06410010752513412
J.Hurts,18,92.33033594031856,0.15037513996794555,0.06246978074446452
C.Stroud,17,74.64002253437748,0.12502516337416664,0.055453211392553846
T.Tagovailoa,18,74.08356384398519,0.11722082886706517,0.051988465855428205
J.Goff,19,80.99955696592387,0.11328609365863479,0.05110382142960497
B.Mayfield,19,72.99668619716117,0.10488029626028904,0.048182631153241694
T.Heinicke,5,17.992096435700496,0.124945114136809,0.0433544492426518
N.Mullens,5,15.398881255464767,0.0962430078466548,0.038690656420765746
J.Herbert,13,40.7536901373081,0.08385532950063394,0.038555998237756
G.Smith,15,44.155896432219585,0.08299980532372102,0.037934618928023696
J.Browning,9,22.775564683343546,0.08498345031098338,0.03189854997667163
M.Rudolph,5,8.947779282544952,0.07456482735454126,0.023002003297030723
D.Carr,17,31.96389344155895,0.05501530712832866,0.02246232849020306
R.Wilson,15,9.697291844754929,0.019590488575262483,0.008231996472627274
T.Lawrence,16,6.830172555034858,0.011345801586436641,0.005063137550062905
J.Burrow,10,2.21242943893371,0.00568747927746455,0.002772467968588609
T.Taylor,10,3.102581590124844,0.015669603990529513,0.0018883637188830456
J.Fields,13,-0.2273259419854199,-0.0005464565913111055,-0.0002156792618457494
D.Watson,6,-0.5111804723870748,-0.0026763375517647892,-0.0009277322547859795
G.Minshew,16,-3.313490976586425,-0.006287459158608017,-0.0024617317805248327
K.Murray,8,-1.801942332607644,-0.006171035385642617,-0.0027219672698000665
W.Levis,9,-11.72637138770709,-0.041290040097560175,-0.016174305362354608
J.Flacco,6,-11.916590792164488,-0.0453102311489144,-0.0226551155744572
A.O'Connell,11,-21.14397241366219,-0.05745644677625595,-0.024700902352409102
J.Garoppolo,7,-12.893717050931674,-0.07007454918984606,-0.02503634378821684
D.Ridder,15,-33.51314779158786,-0.0794150421601608,-0.02738002270554564
J.Dobbs,13,-58.85072870857611,-0.13020072723136308,-0.029191829716555612
M.Trubisky,5,-12.179291201946887,-0.10590688001692945,-0.03163452260245945
T.Bagent,5,-16.935221520991842,-0.11365920483887142,-0.04120491854255923
S.Howell,17,-57.75911657099272,-0.08493987731028341,-0.041976102159151686
R.Tannehill,9,-28.536906003262885,-0.10891948856207208,-0.04259239701979535
K.Pickett,12,-46.55074976097262,-0.13376652230164546,-0.050379599308411925
D.Thompson-Robinson,7,-36.49848100346082,-0.3041540083621735,-0.05765952765159687
E.Stick,5,-26.140085979010962,-0.13904301052665405,-0.06121799995084534
M.Jones,11,-56.25350195276259,-0.1524485147771344,-0.06414310370896532
T.DeVito,9,-46.670262542406725,-0.2170709885693336,-0.06695876978824494
P.Walker,5,-39.693522834714905,-0.3253567445468435,-0.08629026703198893
B.Young,16,-118.76320005521046,-0.20095296117632905,-0.09093660034855319
B.Zappe,10,-78.11168939035828,-0.32958518730108977,-0.10513013376898826
D.Jones,6,-51.677565951706896,-0.2705631725220256,-0.10611409846346385
Z.Wilson,12,-110.2745150658684,-0.2644472783354158,-0.11743824820646262
T.Siemian,5,-53.463177717250204,-0.33206942681521867,-0.12014197239831506
