DAL,NE,NYJ,DEN,SF,BUF,PHI,IND,CAR,LAC,BAL,MIN,TB,TEN,GB,CIN,JAX,HOU,CLE,PIT,DET,LA,KC,WAS,ARI,NO,NYG,ATL,MIA,LV,SEA,CHI
0.12195367900539686,0.10422670709206963,0.08924452024610845,0.06546320152692846,0.06428720247031022,0.05953080445735561,0.05830974481469535,0.026452611771411033,0.025910379930494134,0.02001914469358056,0.007214837030489928,0.006232780810471718,1.0482479247848897e-06,-0.003912610294845877,-0.005657719083486083,-0.007196356602074634,-0.01457944040277103,-0.015382341354664174,-0.02520128220844959,-0.027030399961460325,-0.02883805014286314,-0.03042559950876618,-0.03169033563556591,-0.037810957727290685,-0.04629023412000328,-0.05151189074343816,-0.058323480385262846,-0.08133793884448327,-0.08157189570256962,-0.08285835172047645,-0.09214029207805664,-0.09826615750233621
