NE,DAL,BUF,NYJ,SF,IND,DEN,CAR,MIN,TB,PHI,BAL,WAS,TEN,CIN,LAC,PIT,JAX,LA,HOU,GB,NO,KC,ARI,MIA,SEA,NYG,DET,LV,CHI,ATL,CLE
0.09027125022508882,0.07520510388827592,0.057935521295906636,0.051828113771008835,0.04660384896320171,0.041546760482969874,0.028968818412338476,0.019915007545136323,0.006991141471752367,0.003624765966995999,0.003022758840841494,0.0004479665633255747,0.000413378664547312,-0.002398061482478585,-0.007305321694314762,-0.01195327345486381,-0.015487299613627385,-0.016287632509368342,-0.024285713630272085,-0.02699986532105026,-0.03321858312692913,-0.03327704673298972,-0.04830413330497371,-0.05126490972623625,-0.054632710324917844,-0.05500670830297602,-0.055301615530706325,-0.05619956494514251,-0.060203540407377854,-0.06041334973266379,-0.06065491281523695,-0.07274003995910448
