WAS,IND,BUF,NE,TEN,TB,SEA,SF,PIT,MIN,NO,CAR,CIN,LA,MIA,CHI,BAL,LV,JAX,NYJ,DAL,ATL,DEN,HOU,NYG,ARI,KC,LAC,GB,PHI,DET,CLE
0.07373282774610883,0.06176095323067715,0.052115842705278706,0.05029138376210252,0.012908239248116085,0.007542112402807378,0.00624507528693035,0.002507863780483427,-0.00046880749906996755,-0.001549765448700828,-0.002698802184078565,-0.004544987843509665,-0.009725848549041113,-0.012097970343691186,-0.012445917382604952,-0.016388019190538877,-0.018101884027257764,-0.026658651560238708,-0.02705315547203057,-0.028054045136577336,-0.02873959695129002,-0.03915467321280655,-0.04666347408912125,-0.0533399365036417,-0.05417912152553767,-0.05992800580270942,-0.07259647980736492,-0.08112066228107202,-0.0867744038883576,-0.11397390002444699,-0.12142138537527106,-0.16988164829759247
