KC,BUF,MIA,CIN,SF,LV,SEA,BAL,CLE,DET,JAX,TB,PHI,TEN,NYG,DAL,MIN,WAS,ATL,GB,NO,LAC,NYJ,ARI,IND,PIT,DEN,CHI,NE,HOU,LA,CAR
0.1930027660962948,0.12108651102117048,0.11562593873184884,0.07727177845005727,0.05536883029948496,0.05511833776193162,0.05232647731679719,0.05046838381455052,0.04650129861531095,0.04410388987460625,0.03878206866150954,0.03685008915369728,0.03678034802271516,0.028811376186757755,0.02610988484058771,0.01058807397114256,0.0100310926396322,-0.011027921262354697,-0.011361056833592068,-0.017447281763143564,-0.02827108109949691,-0.03634295950684832,-0.04441316945885989,-0.05657675832874699,-0.059997530341710584,-0.0652687797788477,-0.0693204291265623,-0.07438387040190117,-0.07574809652204822,-0.1004969206877648,-0.12102052639151388,-0.14928202900664908
