SEA,LA,DET,IND,NE,KC,DAL,SF,BUF,GB,BAL,PIT,PHI,WAS,JAX,MIA,TB,NYG,CIN,ARI,LAC,DEN,NYJ,HOU,CHI,MIN,ATL,CAR,TEN,LV,NO,CLE
0.17763441354224715,0.10885934456520786,0.0787151616371192,0.07760839558675217,0.07614013314714732,0.06475275362421011,0.04808433935882399,0.03742608004474621,0.03393045040121642,0.019419555024525664,0.007207943061237482,0.0055041232125978695,0.003859069128164805,-0.01904769088385381,-0.041928095260407625,-0.042477828761511675,-0.05473359073626248,-0.05667112958554884,-0.05864934063155418,-0.06317473967372282,-0.06609534623950729,-0.07411824405156026,-0.08895348778323878,-0.0891361791291193,-0.10557238815060668,-0.14030506721362013,-0.1434943602251182,-0.16701416375974779,-0.1697334088662873,-0.17329381530716037,-0.19770068541512684,-0.3024875928528167
