SEA,LA,IND,HOU,DET,KC,TB,PHI,BUF,DEN,GB,PIT,NE,JAX,ARI,BAL,LAC,MIN,SF,WAS,ATL,DAL,NYG,MIA,CHI,CAR,CLE,NO,CIN,NYJ,TEN,LV
0.20153182768459663,0.17149177048555075,0.12654156910820785,0.11848094891132623,0.11332490360641258,0.11162543079254433,0.06056546100688087,0.052756128942213674,0.052444175967515175,0.04401207411320933,0.03369785596798032,0.03269929987341962,0.032121546001239426,0.03055915055254685,0.027462010383034093,0.022296622648133507,0.01674770175611104,-0.020837046916825502,-0.02317640026466017,-0.029594739533871622,-0.032864306870696296,-0.03933315398064173,-0.05886920355460243,-0.07363047852475715,-0.07840362990152515,-0.09214443965386328,-0.09595858065338406,-0.11345352282444462,-0.11779003373275798,-0.127733529307554,-0.14622541948082293,-0.1560496395075565
