IND,KC,SEA,DAL,BUF,LA,DET,NE,BAL,SF,JAX,PIT,GB,WAS,PHI,CIN,TB,NYG,MIA,LAC,ARI,DEN,HOU,CHI,NYJ,ATL,CAR,MIN,TEN,NO,LV,CLE
0.12808639876934316,0.0752215787382341,0.07024629922273998,0.0638222540825175,0.06376030105276788,0.057056411300447044,0.05702917302622773,0.03223073041185312,0.029271247061886503,0.021015978382879788,0.01856145364972872,0.015318897668758644,0.014031823065881938,0.010657176105787314,0.002116462415509557,-0.007530795962405908,-0.012074575271378559,-0.01616450305313963,-0.02352256452924513,-0.03272785227086286,-0.037810954761559386,-0.04622947620210237,-0.04712215618018144,-0.055033342265227325,-0.0645174706984646,-0.08983460202595861,-0.09513534954474609,-0.10381491718071323,-0.13513602743327582,-0.1564687256528536,-0.17521891292564049,-0.19808480562495429
