PHI,CHI,BAL,CLE,KC,ATL,PIT,NYG,NYJ,GB,LV,CAR,SEA,BUF,ARI,DAL,CIN,JAX,LAC,HOU,WAS,NO,MIN,NE,SF,DET,LA,TEN,DEN,MIA,IND,TB
0.1627900930746095,0.14536967042163765,0.13641960741915907,0.13428788701576994,0.10478756918011634,0.09169170671392488,0.0629697992496075,0.062335739194727326,0.058461917105558085,0.053152752438314424,0.05313399200089468,0.0510321467541295,0.05036407022794845,0.046214933157048985,0.04593507545001649,0.031827281473481774,0.03004716212537488,0.021965276006749204,0.006380147599431382,-0.0029869135918663553,-0.0064543682229329935,-0.01369898039919526,-0.01656017605902197,-0.02073284175003201,-0.03130878570324058,-0.03422524773302607,-0.039566599345677175,-0.05523893779190613,-0.06356443488251011,-0.07086444306946817,-0.09894125468145894,-0.1855080312246169
