KC,BUF,MIA,CIN,SEA,LV,BAL,DET,JAX,MIN,SF,NYG,TEN,CLE,PHI,TB,DAL,GB,ATL,WAS,NO,LAC,NYJ,NE,ARI,PIT,CHI,IND,DEN,CAR,LA,HOU
0.18066749193335155,0.10842468910617359,0.10067943881781942,0.08713228173594166,0.05879452730964117,0.05844660656065094,0.055429060189676256,0.05518583391417414,0.052026118190292514,0.04850813681616589,0.038428201259521316,0.03177718962277606,0.030941444490343667,0.02700503084126706,0.024250379529522748,0.012138863268028932,0.009288706500441751,-0.0009596746615082863,-0.01971823847384773,-0.026554145038320737,-0.0360925178819511,-0.03932941523098225,-0.05377793007691192,-0.060760803294869166,-0.06126229393990947,-0.06185345965141614,-0.07475210200483805,-0.07823886959214256,-0.08412255188104197,-0.12541736883673135,-0.136828634802348,-0.14284389901024017
