DEN,IND,LA,WAS,MIN,TEN,JAX,ARI,CIN,SF,HOU,CLE,CHI,GB,LV,TB,SEA,NO,NYG,ATL,NE,CAR,LAC,PHI,PIT,DAL,DET,BAL,NYJ,KC,MIA,BUF
0.221581583535896,0.15893364448570965,0.12130735018581587,0.11461626500017759,0.11185809669787401,0.11074182173110667,0.10838754834644089,0.09290316919681411,0.09010370059727416,0.0847047539573316,0.0766440244145435,0.06649989188349323,0.06517741760084084,0.05526196404182073,0.05002059708688374,-0.01088162603389628,-0.011684799634895084,-0.01602503066071026,-0.07311031893434079,-0.07820151246884949,-0.08272034838197233,-0.12050531659743766,-0.13293589974546527,-0.14268075207859368,-0.15785075738969484,-0.17566083922926146,-0.18478708315260142,-0.20570109862422573,-0.2142678684786543,-0.21641891698845922,-0.25744413726189963,-0.34515422176486216
