IND,LA,MIN,JAX,DEN,ARI,CHI,WAS,CIN,TEN,SF,NYG,LV,NO,CLE,HOU,GB,LAC,CAR,ATL,TB,SEA,PHI,DAL,PIT,NE,BAL,KC,BUF,NYJ,MIA,DET
0.2948209572552319,0.20961745073910917,0.19819935714215486,0.16190903412557203,0.13933552887614872,0.13299104661151678,0.1181497938737008,0.09875953939626912,0.0958734605733131,0.09145800491648165,0.06493261876841547,0.03462535020174327,0.0046435287248467955,-0.0025831051985640533,-0.010687863387630791,-0.014329349133510397,-0.014981984813712716,-0.02397638101388931,-0.06250509574879015,-0.10458182342262096,-0.10724956227674433,-0.12261863839199608,-0.19032264028503346,-0.1926942576369155,-0.19923394124131175,-0.2527764582832542,-0.2650141169038106,-0.3208979800818114,-0.33351905302244744,-0.35012391632474227,-0.3685069494321638,-0.3859420645103186
