IND,GB,JAX,WAS,BAL,LV,DEN,ARI,SF,LAC,TB,PIT,MIN,LA,PHI,CIN,CLE,DAL,HOU,CHI,NYJ,ATL,KC,SEA,NO,TEN,NE,BUF,NYG,CAR,DET,MIA
0.4163777817476093,0.24004904719442216,0.22889286494387856,0.18772658393451838,0.13945312314063643,0.13274094546885606,0.11083976180478933,0.10892819985752437,0.09638955359222667,0.08348301724299395,0.06731988643495321,0.05641711108895947,0.046680679097033176,0.04466332577127237,0.032980087150667775,0.023603808713780927,-0.023603808713780927,-0.032980087150667775,-0.04466332577127237,-0.046680679097033176,-0.05641711108895947,-0.06731988643495321,-0.08348301724299395,-0.09638955359222667,-0.10892819985752437,-0.11083976180478933,-0.13274094546885606,-0.13945312314063643,-0.18772658393451838,-0.22889286494387856,-0.24004904719442216,-0.4163777817476093
