SF,MIA,BUF,DAL,BAL,PHI,GB,DET,CIN,LA,KC,SEA,HOU,JAX,DEN,TB,IND,TEN,LAC,ARI,NO,MIN,CHI,PIT,WAS,LV,ATL,CLE,CAR,NYG,NE,NYJ
0.16968592410962713,0.15144567318982255,0.13159950992460606,0.12320405280479452,0.10976552644490262,0.10769015666039095,0.10162803530511644,0.09141781668826707,0.08018642271494293,0.06811348035878331,0.055941312648205316,0.054077131405334655,0.04996866454101888,0.0397330519129519,0.03566969341735187,0.03457870212392995,0.0344711958513658,0.029872013855666214,0.02443263413316034,0.01786217291897379,0.017051913585909753,0.01535184646808796,-0.0003870086324783417,-0.012203767674544244,-0.016471319908907503,-0.018594518992357874,-0.022873134446288926,-0.03395521371527682,-0.0629427152586324,-0.10295051992453509,-0.11717506338952073,-0.11794602207305996
