BUF,CHI,ARI,SF,LA,BAL,PHI,MIA,DET,WAS,CAR,KC,DAL,DEN,GB,TEN,IND,CIN,MIN,PIT,SEA,NO,CLE,NE,ATL,HOU,JAX,LAC,LV,NYG,NYJ,TB
0.20086596828935785,0.1751552393686051,0.1448290129196326,0.14310445862421764,0.13504628446115347,0.1261346458668535,0.12314877806072741,0.10611548224717138,0.10270790370270982,0.100803184128238,0.08536812154683511,0.08224783340563607,0.08123212493677245,0.0785949586084212,0.07618230515261085,0.0723208335752283,0.06952778206486843,0.06287182447272183,0.04594904907493205,0.04263352139636613,0.039369460672669165,0.03478729846062224,0.03204394927533766,0.0267226199725574,0.017762171844339647,0.006148921788580758,-0.009808411175250886,-0.015086247461723795,-0.03124285077673386,-0.03958015689777972,-0.04228032945225535,-0.0603540918432261
