CLE,BAL,DAL,NYJ,LV,NO,SF,KC,PIT,NE,MIN,NYG,TB,CHI,JAX,DET,BUF,LAC,ATL,MIA,LA,HOU,CAR,CIN,GB,IND,SEA,DEN,TEN,PHI,ARI,WAS
0.07688657332434272,0.07237115286284013,0.03299251734629786,0.027700912147594986,0.02397456818189484,0.017893721326121978,0.014699138322263442,0.014122069758066777,0.006435397526770359,-0.011350359664511922,-0.01416435651665588,-0.01622931259497879,-0.01827300932674724,-0.019344210919649066,-0.020551528423780302,-0.022485450901666648,-0.023182417720146037,-0.04700218684890872,-0.047609802982035834,-0.050562735631928105,-0.05300704253039959,-0.05791832815379743,-0.06484546585845147,-0.06559090401642957,-0.06936498933404431,-0.07445966851164983,-0.08504829170927763,-0.08809733329476352,-0.09100648961395255,-0.09455050409661632,-0.09730383121770059,-0.11736013411293889
