BAL,PHI,NYG,TEN,LAC,PIT,NO,NYJ,IND,MIN,NE,CAR,ATL,ARI,GB,TB,DAL,CHI,MIA,BUF,HOU,SF,WAS,JAX,DEN,CLE,SEA,LV,CIN,KC,DET,LA
0.14216328084860871,0.11363740667107931,0.11104833130196853,0.10867415242604936,0.08799211903024245,0.07877547066878797,0.0769435793256992,0.07537164313389255,0.06338237375655605,0.06066514210269651,0.0575707610655977,0.05749256111513606,0.05368670372108367,0.038390232093493806,0.027119312329787412,0.02400908749869933,0.016376583621187858,0.005006922512440448,-0.00437232582774812,-0.009581932219636987,-0.02624640025584255,-0.028479567633031323,-0.02872886636617833,-0.052741855375388565,-0.07158244407312009,-0.0739124013061113,-0.07907491071357059,-0.12151614585764597,-0.12326782188965399,-0.13190086771511716,-0.18691373641599207,-0.20732864620531682
