LAC,IND,NO,ATL,ARI,NYG,GB,MIA,NE,DEN,HOU,NYJ,TEN,DAL,PHI,PIT,BAL,CHI,CAR,JAX,SF,SEA,MIN,TB,WAS,BUF,KC,LV,DET,CLE,CIN,LA
0.15410481881413313,0.09455048676106392,0.07465731796342281,0.06880480035185846,0.0628074388431634,0.0550628591617927,0.03563235454930696,0.03529568868614148,0.03138267311430687,0.03092986940124791,0.012659181374438423,0.00838056354941414,-0.011647460273117645,-0.01251158091620408,-0.01626523497494277,-0.03980720209615753,-0.04046522758273878,-0.046051786411959464,-0.051116373395516515,-0.05764500158096953,-0.059702377063032636,-0.07400373182657131,-0.07475582235601347,-0.07603687834903114,-0.0828010512520318,-0.0841573997214822,-0.11659734557099499,-0.12217443163462158,-0.12971095079530934,-0.14341182854439496,-0.14627452869824392,-0.21702721633694294
