BAL,PHI,TEN,PIT,TB,CAR,MIN,CHI,GB,ATL,NO,BUF,NYG,LV,SF,NYJ,WAS,IND,CLE,MIA,DAL,HOU,LAC,ARI,NE,LA,CIN,KC,SEA,JAX,DET,DEN
0.16716454359943247,0.15997645720305803,0.15019971777034122,0.1431130114502032,0.12846108620163432,0.11693013870976188,0.06991775294413118,0.0698263735146476,0.06753230654269049,0.060661425643871614,0.05773741414438048,0.05508716741723879,0.0488782040955406,0.04881087960436241,0.03746682321234806,0.01839432080753111,0.016392597755033204,0.01530015475681546,0.004914019547392207,-0.0011197251761078525,-0.003242475263017734,-0.00964328059654905,-0.01004024456487615,-0.011736897897735278,-0.014865018532325427,-0.016376859494519724,-0.022626250509298014,-0.04545739834911189,-0.054744945075126214,-0.05718703718673547,-0.11478425167318407,-0.14191038127277972
