LAC,NYG,IND,NE,NYJ,NO,DEN,ARI,ATL,GB,HOU,MIA,DAL,CAR,TEN,JAX,PHI,BAL,MIN,SEA,WAS,SF,PIT,BUF,CHI,TB,KC,CLE,DET,LV,CIN,LA
0.12828644012282042,0.09389159356789725,0.085601340961132,0.07178888147456937,0.07055284512685636,0.0676063111447014,0.057354504897487335,0.05425794270705625,0.04923771209276084,0.04158964505460229,0.04129154907570919,0.02817299767879557,0.027622011182330698,0.009433755561926604,0.009297540088104347,0.0061116577236761515,-0.004666516908962566,-0.006395734624948229,-0.00890374636672206,-0.024101300953280398,-0.024135268492718312,-0.031208383361179204,-0.03146870615626966,-0.037618917215126016,-0.04348565745281226,-0.05295711229601979,-0.06379970672275918,-0.06682209033227418,-0.07232199435638455,-0.09341164504160779,-0.10720961020734432,-0.1471157075454502
