BAL,PHI,PIT,TEN,TB,MIN,CHI,CAR,BUF,NYG,NO,NYJ,ATL,SF,WAS,CLE,DAL,NE,GB,ARI,CIN,IND,LV,MIA,LAC,SEA,JAX,LA,HOU,KC,DET,DEN
0.14855901547355693,0.11830392358004188,0.11024417682505763,0.09937661233794501,0.07696619979471912,0.06956888846941857,0.048492579965252705,0.048058805553209454,0.02803698499548903,0.017156737734071285,0.009337268180997803,0.004818798007036188,0.004448991628322832,0.0027288157281478813,-0.0045935978734600175,-0.007090310973837122,-0.01124542756114284,-0.01421812040897167,-0.014470332724814879,-0.01586771061356244,-0.016058211682309663,-0.022218967204575963,-0.02810450081603818,-0.03254532350654369,-0.04029432109257796,-0.054973609760290185,-0.05885351309906472,-0.06021293865986664,-0.06753794933155174,-0.06810116099235797,-0.11459174205960751,-0.12893694897060742
