SF,WAS,TEN,BUF,NE,BAL,PIT,TB,DAL,IND,CIN,DEN,JAX,MIA,NO,LV,LA,CAR,NYJ,MIN,ARI,KC,HOU,ATL,SEA,PHI,CHI,DET,GB,NYG,CLE,LAC
0.06244396495361973,0.058672931426684075,0.04858986282704238,0.04113420071705792,0.03556130151700134,0.030643547947815097,0.01863759781910073,0.01428306496010643,0.013381988355568725,0.006335993378145513,0.006203026312866969,0.002485835106375671,-0.0017892681471189942,-0.012402018458373042,-0.019773867458746968,-0.021718452028591316,-0.030874583381805223,-0.03443254332739579,-0.039626732569092174,-0.040691394253145594,-0.05316164157910791,-0.057309485940176534,-0.05746132513935026,-0.058043279497081754,-0.07357407225484514,-0.07939069106598011,-0.09435833449569558,-0.12153650211670965,-0.1231887620314662,-0.13209898720694252,-0.14109596780401001,-0.14355746671147362
