KC,SF,DET,BUF,CIN,JAX,MIA,DAL,MIN,NYG,PHI,SEA,LV,TB,BAL,LAC,GB,ATL,PIT,CLE,NO,TEN,WAS,NE,CAR,DEN,LA,ARI,NYJ,HOU,CHI,IND
0.17613124964829488,0.14317950441499966,0.13735660166564984,0.12540291569863604,0.09830392001182377,0.0873751168993652,0.0786005563610641,0.07401743751005102,0.04872390601221417,0.04716491222431159,0.04452733125924831,0.036890015730810195,0.02345670081042237,0.018131890538139232,0.0028475234568975574,-0.0037361962966222153,-0.00392053079948579,-0.005545372198089912,-0.005628584802975008,-0.007021011409932394,-0.010384753378490326,-0.020557527724240465,-0.025112539073899348,-0.05345300738642347,-0.05655534527977156,-0.06661338239556383,-0.07031832021234265,-0.08333275778254126,-0.08609910810267601,-0.09565737465784893,-0.11022353479555386,-0.11260948784467154
