SF,NE,NYJ,DAL,BUF,CIN,WAS,PHI,NO,BAL,IND,HOU,DEN,JAX,TB,CAR,TEN,GB,MIA,LAC,LA,ARI,LV,PIT,CLE,KC,MIN,DET,SEA,NYG,ATL,CHI
0.0751852907817796,0.06543771438087592,0.05186502906501467,0.04674072434822624,0.03405166592238644,0.0288527879239729,0.025243800452522093,0.015183844906634748,0.013890353034528718,0.007078432895154481,-0.0008800962895984116,-0.005812106047363073,-0.006109292557007845,-0.014881261552600163,-0.01727607087956217,-0.018037867424688984,-0.019502502525767212,-0.01975124223175249,-0.02713486133313956,-0.02748747871657077,-0.028918783149104975,-0.03034082423415367,-0.03905697724558081,-0.040963181729944384,-0.045658539865933545,-0.04947620802618581,-0.05029494409448272,-0.05884568570645815,-0.0600076752836151,-0.06667844735651052,-0.06840721015444526,-0.08337848085651182
