KC,BUF,SF,CIN,PHI,NYG,DET,DAL,JAX,MIA,SEA,CLE,BAL,LV,ATL,PIT,GB,MIN,LAC,CHI,CAR,TB,TEN,WAS,NO,LA,NE,ARI,DEN,NYJ,HOU,IND
0.15658969911792103,0.10789461941684136,0.09692793321776311,0.07954281185730602,0.07687592101271415,0.07665176918961397,0.06959491608297358,0.061053375116249975,0.059974060643336845,0.0576333112704529,0.04333214523111921,0.039018197498397654,0.03827316035224222,0.02890879352710353,0.02740415355693522,0.019166808545128672,0.01695768813045872,0.014188082619900151,0.011736941832291268,-0.010310903420525867,-0.011973699371400616,-0.01757069189759735,-0.022828637851111805,-0.024177653301235075,-0.02650034685037161,-0.03779596483014862,-0.03858548178204767,-0.04759364526528706,-0.05351079910014301,-0.06091259651198677,-0.10139017200826461,-0.10875545741971826
