QB Name,Total Adj EPA,Adj EPA Per Touch,Adj EPA Per Play
P.Manning,206.73239589520176,0.2610257523929315,0.1240890731663876
J.McCown,76.8824743993079,0.3075298975972316,0.11240127836156125
P.Rivers,128.47029229074536,0.19613785082556545,0.085818498524212
A.Rodgers,68.26168409687082,0.18203115759165553,0.08049726898215899
N.Foles,71.54722332070708,0.15970362348372116,0.06002283835629788
D.Brees,82.83682278603726,0.1031591815517276,0.05337424148584875
C.Kaepernick,40.83714354948456,0.06178085257108103,0.027611320858339797
R.Fitzpatrick,19.55770386278424,0.04724083058643536,0.0212122601548636
C.Newton,19.496066077781116,0.02922948437448443,0.014747402479410828
T.Romo,16.507443475569843,0.027697052811358796,0.013895154440715356
R.Wilson,15.80060113542417,0.026030644374669145,0.011103725323558798
T.Brady,16.164173730446862,0.02088394538817424,0.009959441608408419
A.Dalton,13.47953490398846,0.018289735283566432,0.0091386677315176
J.Locker,4.004170529961474,0.017955921659020064,0.006915665854855741
A.Luck,6.916807702367727,0.008924913164345454,0.0046173616170679084
B.Roethlisberger,1.8276123901305965,0.002790247923863506,0.0013940597941499591
M.Stafford,0.07873758787946272,0.00011184316460150955,5.644271532577973e-05
A.Smith,-4.195515323472186,-0.00594265626554134,-0.0035982121127548766
M.Vick,-3.2749750913586944,-0.017057161934159865,-0.005333835653678655
J.Cutler,-7.594751348647328,-0.018845536845278732,-0.008650058483652993
R.Griffin,-23.57724483414667,-0.04009735516011338,-0.020325211063919543
M.McGloin,-16.852273814187633,-0.07391348164117383,-0.027269051479268013
M.Ryan,-38.641625334739075,-0.05427194569485825,-0.0289450377039244
R.Tannehill,-54.69022062528956,-0.0794915997460604,-0.04259362977047474
C.Ponder,-35.418984267891204,-0.11806328089297068,-0.046299325840380656
C.Palmer,-64.4046102444437,-0.10000715876466414,-0.048099036777030396
E.Manuel,-44.00516030506022,-0.11254516702061437,-0.04814568961166326
J.Flacco,-70.14462634285734,-0.10121879703154017,-0.049155309280208365
S.Bradford,-28.710489451803586,-0.0976547260265428,-0.04975821395459894
T.Pryor,-48.89380785375081,-0.12666789599417308,-0.05274412929207207
J.Campbell,-47.28166033411617,-0.13625838713001778,-0.06229467764705687
M.Cassel,-45.540577459256696,-0.1570364739974369,-0.06290135008184626
C.Keenum,-43.52827839863683,-0.1521967776176113,-0.06525978770410319
G.Smith,-91.7950337509283,-0.16450722894431594,-0.06917485587861967
M.Schaub,-64.30558394350322,-0.1674624581862063,-0.06974575265022041
E.Manning,-92.23931449866205,-0.15170939884648363,-0.07200570999114915
C.Henne,-96.42368752175182,-0.1685728802827829,-0.07646604878806647
T.Lewis,-33.39135729244155,-0.167795765288651,-0.07747414685021241
K.Clemens,-62.41874816492154,-0.2152370626376605,-0.08256448169963167
M.Glennon,-88.70749485333998,-0.18365940963424426,-0.08274952878110073
B.Weeden,-62.21608532971191,-0.20200027704451917,-0.08787582673688123
M.Flynn,-55.457599576131486,-0.22183039830452594,-0.09850372926488718
K.Cousins,-45.597058487495005,-0.27468107522587354,-0.10458040937498854
J.Freeman,-44.856887930801435,-0.28035554956750897,-0.13232120333569744
