MIN,BAL,NO,PHI,NYG,CAR,SEA,BUF,CHI,CIN,ARI,DAL,TB,IND,SF,DET,PIT,WAS,LA,LAC,JAX,KC,GB,TEN,HOU,CLE,NE,NYJ,DEN,ATL,LV,MIA
0.12978149776644582,0.02856874552642069,-0.0194839821043766,-0.029042233296694253,-0.04061160524130039,-0.04275658985191652,-0.04511575738351939,-0.04680253704209579,-0.058717798109776814,-0.06282932902062412,-0.06497406037469433,-0.07054311803474388,-0.0728934151981969,-0.07813053255384496,-0.0791171234424773,-0.0797987325188136,-0.08834006073736866,-0.08845652508262972,-0.08884646202033358,-0.09347363469494968,-0.09409127901316044,-0.09448261052004998,-0.09957552378852179,-0.09972449036984918,-0.12283688221729026,-0.12994060525500117,-0.15376087591594267,-0.15411855507195218,-0.15660606340292627,-0.15878774645413465,-0.1634616231511377,-0.2103276157881547
